a, COCA/CET/HS
rapid, COCA/CET/HS
rare, COCA/CET/HS/TOEFL
rash, COCA/CET/TOEFL
rat, COCA/CET/HS
rate, COCA/CET/HS
rather, COCA/CET/HS
ratify, GRE/COCA/CET/TOEFL
ratio, COCA/CET/TOEFL
ration, GRE/COCA/CET/TOEFL
rational, GRE/COCA/CET/TOEFL
rattle, GRE/COCA/CET/TOEFL
raw, COCA/CET/HS/TOEFL
ray, COCA/CET/HS/TOEFL
reach, COCA/CET/HS
react, COCA/CET/HS
read, COCA/CET/HS
ready, GRE/COCA/CET/HS
real, COCA/CET/HS
realistic, COCA/CET
realize, COCA/CET/HS/TOEFL
realise, CET/HS
realm, GRE/COCA/CET/TOEFL
reap, GRE/COCA/CET
rear, COCA/CET/TOEFL
rapidity, CET
rarely, COCA/CET
rarity, COCA/CET
rating, COCA/CET
ratification, GRE/COCA/CET
reaction, COCA/CET
reactionary, GRE/COCA/CET
reading, COCA/CET/HS
reader, COCA/CET
readily, GRE/COCA/CET/TOEFL
really, COCA/CET/HS
reality, COCA/CET/HS
realism, COCA/CET
realization, COCA/CET
realisation, CET
reason, COCA/CET/HS/TOEFL
reasonable, COCA/CET/HS
reassure, COCA/CET
reassurance, COCA/CET
rebel, COCA/CET/TOEFL
rebellion, COCA/CET/TOEFL
rebellious, GRE/COCA/CET
recall, GRE/COCA/CET/TOEFL
recede, GRE/COCA/CET
receive, COCA/CET/HS
recent, COCA/CET/HS
reception, COCA/CET/HS/TOEFL
recession, GRE/COCA/CET/TOEFL
recipe, HS/GRE/COCA/CET/TOEFL
receipt, GRE/COCA/CET/HS
recently, COCA/CET/TOEFL
receptionist, COCA/CET/HS
recipient, GRE/COCA/CET/TOEFL
receptive, GRE/COCA/CET
receiver, COCA/CET/HS/TOEFL
reciprocal, GRE/COCA/CET/TOEFL
recite, COCA/CET/HS
recitation, COCA/CET
reckless, COCA/CET/TOEFL
reckon, GRE/COCA/CET
recognize, COCA/CET/HS/TOEFL
recognise, CET/HS
recognition, COCA/CET/TOEFL
recommend, COCA/CET/HS/TOEFL
recommendation, COCA/CET
reconcile, GRE/COCA/CET/TOEFL
reconciliation, COCA/CET/TOEFL
reconciliatory, CET
record, COCA/CET/HS
recorder, COCA/CET/HS
recording, COCA/CET
recover, COCA/CET/HS/TOEFL
recovery, COCA/CET
recreation, COCA/CET/HS/TOEFL
recreational, COCA/CET
recruit, GRE/COCA/CET/TOEFL
recruitment, COCA/CET
rectify, GRE/COCA/CET
rectification, CET
recur, COCA/CET
recurrence, COCA/CET
recycle, COCA/CET/HS/TOEFL
recyclable, COCA/CET
red, COCA/CET/HS
reduce, COCA/CET/HS/TOEFL
reduction, COCA/CET
redundant, GRE/COCA/CET/TOEFL
redundancy, GRE/COCA/CET
reel, GRE/COCA/CET
refer, COCA/CET/HS/TOEFL
reference, COCA/CET/HS/TOEFL
referee, GRE/COCA/CET/HS
referendum, COCA/CET
refine, COCA/CET/TOEFL
refinery, GRE/COCA/CET
refinement, COCA/CET
reflect, HS/GRE/COCA/CET/TOEFL
reflection, COCA/CET/TOEFL
reflective, COCA/CET
reform, COCA/CET/HS/TOEFL
reformation, CET
reformist, COCA/CET
refrain, GRE/COCA/CET
refresh, HS/GRE/COCA/CET/TOEFL
refreshment, COCA/CET
refrigerator, COCA/CET/HS
fridge, COCA/CET/HS
refrigeration, COCA/CET
refuge, COCA/CET/TOEFL
refugee, GRE/COCA/CET
refund, COCA/CET/TOEFL
refuse, COCA/CET/HS
refusal, COCA/CET
refute, GRE/COCA/CET/TOEFL
refutation, CET
regard, COCA/CET/HS
regarding, COCA/CET
regardless, COCA/CET/HS/TOEFL
regime, GRE/COCA/CET
regiment, GRE/COCA/CET
regimental, CET
region, COCA/CET/TOEFL
regional, COCA/CET
register, COCA/CET/HS/TOEFL
registration, COCA/CET
registrar, COCA/CET
regret, COCA/CET/HS
regrettable, COCA/CET
regretful, CET
regular, COCA/CET/HS/TOEFL
regularity, COCA/CET
regulate, GRE/COCA/CET/TOEFL
regulation, COCA/CET/HS
regulatory, COCA/CET
regulator, COCA/CET
rehabilitate, GRE/COCA/CET/TOEFL
rehearse, GRE/COCA/CET/TOEFL
reign, GRE/COCA/CET/TOEFL
rehabilitation, COCA/CET
rehearsal, GRE/COCA/CET
rein, GRE/COCA/CET
reinforce, GRE/COCA/CET/TOEFL
reinforcement, COCA/CET
reject, COCA/CET/HS/TOEFL
rejoice, GRE/COCA/CET
relate, GRE/COCA/CET/HS
relative, COCA/CET/HS/TOEFL
relax, COCA/CET/HS/TOEFL
rejection, COCA/CET
rejoicing, CET
relation, COCA/CET/HS
relativity, COCA/CET
relaxation, GRE/COCA/CET
relationship, COCA/CET/HS
relay, COCA/CET/HS/TOEFL
release, GRE/COCA/CET/TOEFL
relentless, GRE/COCA/CET/TOEFL
relevant, COCA/CET/HS/TOEFL
relevance, GRE/COCA/CET
relic, GRE/COCA/CET/TOEFL
relieve, COCA/CET/TOEFL
relief, COCA/CET/HS/TOEFL
religion, HS/GRE/COCA/CET/TOEFL
relish, GRE/COCA/CET
religious, COCA/CET/HS
reluctant, COCA/CET/TOEFL
reluctance, COCA/CET
rely, COCA/CET/HS
remain, COCA/CET/HS
reliance, GRE/COCA/CET
remainder, GRE/COCA/CET/TOEFL
reliable, COCA/CET/HS/TOEFL
remark, COCA/CET/HS/TOEFL
remarkable, COCA/CET/TOEFL
remedy, COCA/CET/TOEFL
remember, COCA/CET/HS
remedial, COCA/CET
remembrance, COCA/CET
remind, COCA/CET/HS/TOEFL
reminder, GRE/COCA/CET
reminiscent, COCA/CET
reminiscence, COCA/CET
remnant, GRE/COCA/CET/TOEFL
remote, COCA/CET/HS/TOEFL
remove, HS/GRE/COCA/CET/TOEFL
removal, COCA/CET/TOEFL
renaissance, COCA/CET/TOEFL
render, GRE/COCA/CET/TOEFL
renew, COCA/CET/TOEFL
rendering, GRE/COCA/CET
renewal, COCA/CET
renewable, COCA/CET
renovate, GRE/COCA/CET/TOEFL
renovation, COCA/CET
renown, GRE/COCA/CET
renowned, COCA/CET/TOEFL
rent, GRE/COCA/CET/HS
rental, COCA/CET
repair, COCA/CET/HS
repay, COCA/CET
repeat, COCA/CET/HS
repel, GRE/COCA/CET/TOEFL
repertoire, GRE/COCA/CET/TOEFL
replace, COCA/CET/HS
reply, COCA/CET/HS
reparable, GRE/CET
repayment, COCA/CET
repetition, COCA/CET/TOEFL
replacement, COCA/CET
repetitive, COCA/CET
repeatedly, COCA/CET
report, COCA/CET/HS
represent, COCA/CET/HS/TOEFL
repress, COCA/CET
reproach, GRE/COCA/CET/TOEFL
reproduce, COCA/CET/TOEFL
republic, COCA/CET/HS/TOEFL
reputation, GRE/COCA/CET/HS
repute, GRE/COCA/CET/TOEFL
request, HS/GRE/COCA/CET/TOEFL
require, COCA/CET/HS/TOEFL
rescue, HS/GRE/COCA/CET/TOEFL
reporter, COCA/CET/HS
representation, COCA/CET
repression, COCA/CET
reproduction, COCA/CET/TOEFL
republican, COCA/CET
reputable, COCA/CET
requirement, COCA/CET/HS
representative, COCA/CET/HS
repressive, COCA/CET
reproductive, COCA/CET
research, COCA/CET/HS
researcher, COCA/CET
resemble, COCA/CET/HS/TOEFL
resemblance, COCA/CET
resent, GRE/COCA/CET/TOEFL
resentment, GRE/COCA/CET
reserve, HS/GRE/COCA/CET/TOEFL
reservation, COCA/CET/HS
reserved, COCA/CET
reservoir, COCA/CET/TOEFL
reshuffle, GRE/CET
reside, GRE/COCA/CET/TOEFL
residence, COCA/CET
resident, GRE/COCA/CET/TOEFL
residential, COCA/CET
resign, COCA/CET/HS
resignation, GRE/COCA/CET
resist, COCA/CET/HS/TOEFL
resistance, COCA/CET
resistant, COCA/CET
resolve, COCA/CET/TOEFL
resolution, COCA/CET
resolute, COCA/CET/TOEFL
resort, GRE/COCA/CET/TOEFL
resource, COCA/CET/TOEFL
resourceful, GRE/COCA/CET
respect, COCA/CET/HS/TOEFL
respectable, COCA/CET
respectful, COCA/CET
respective, COCA/CET/TOEFL
respectively, COCA/CET
respond, COCA/CET/HS/TOEFL
response, GRE/COCA/CET/TOEFL
responsive, GRE/COCA/CET
respondent, GRE/COCA/CET
responsible, COCA/CET/TOEFL
rest, COCA/CET/HS
responsibility, COCA/CET/HS
restaurant, COCA/CET/HS
restless, GRE/COCA/CET
restore, GRE/COCA/CET/TOEFL
restoration, COCA/CET
restrain, GRE/COCA/CET/TOEFL
restraint, GRE/COCA/CET/TOEFL
restrict, COCA/CET/TOEFL
restriction, COCA/CET/HS
restrictive, COCA/CET
result, COCA/CET/HS
resultant, COCA/CET
resume, GRE/COCA/CET/TOEFL
resumption, COCA/CET
résumé, CET
retail, GRE/COCA/CET/TOEFL
retailer, COCA/CET
retain, GRE/COCA/CET/TOEFL
retention, GRE/COCA/CET
retaliate, GRE/COCA/CET
retaliation, GRE/COCA/CET
retarded, COCA/CET
retell, CET/HS
retire, COCA/CET/HS
retelling, CET
retirement, COCA/CET
retired, COCA/CET
retort, GRE/COCA/CET/TOEFL
retreat, GRE/COCA/CET/TOEFL
retrieve, GRE/COCA/CET/TOEFL
retrieval, COCA/CET
retrospect, COCA/CET
retrospective, COCA/CET
return, COCA/CET/HS
reunite, COCA/CET
reunification, COCA/CET
reunion, COCA/CET
reveal, COCA/CET/TOEFL
revelation, GRE/COCA/CET/TOEFL
revenge, GRE/COCA/CET
revengeful, CET
revenue, GRE/COCA/CET/TOEFL
reverse, GRE/COCA/CET/TOEFL
reversal, COCA/CET
reversible, COCA/CET
review, COCA/CET/HS/TOEFL
reviewer, COCA/CET
revise, GRE/COCA/CET/TOEFL
revision, COCA/CET/HS
revive, GRE/COCA/CET/TOEFL
revival, COCA/CET/TOEFL
revolt, GRE/COCA/CET/TOEFL
revolution, COCA/CET/HS/TOEFL
revolutionary, COCA/CET
revolve, COCA/CET
reward, HS/GRE/COCA/CET/TOEFL
rewarding, GRE/COCA/CET
rhetoric, GRE/COCA/CET
rhetorical, COCA/CET
rhythm, COCA/CET/TOEFL
rhythmic, GRE/COCA/CET
rib, GRE/COCA/CET
ribbon, COCA/CET/TOEFL
rice, COCA/CET/HS
rich, COCA/CET/HS
rid, COCA/CET/HS
riddle, HS/GRE/COCA/CET/TOEFL
ride, COCA/CET/HS
rider, GRE/COCA/CET
ridge, GRE/COCA/CET/TOEFL
ridicule, GRE/COCA/CET
ridiculous, COCA/CET/HS/TOEFL
rifle, GRE/COCA/CET
rig, GRE/COCA/CET
right, COCA/CET/HS
rigid, HS/GRE/COCA/CET/TOEFL
rigor, GRE/COCA/CET/TOEFL
rigour, CET
rigidity, COCA/CET
rigorous, COCA/CET/TOEFL
rim, COCA/CET/TOEFL
ring, COCA/CET/HS
riot, GRE/COCA/CET/TOEFL
riotous, GRE/CET
rip, GRE/COCA/CET
ripe, COCA/CET/HS/TOEFL
ripen, GRE/COCA/CET/HS
rise, COCA/CET/HS
risk, COCA/CET/HS/TOEFL
risky, COCA/CET
ritual, GRE/COCA/CET/TOEFL
rival, GRE/COCA/CET/TOEFL
rivalry, GRE/COCA/CET
river, COCA/CET/HS
road, COCA/CET/HS
roar, COCA/CET
roast, COCA/CET/HS
rob, COCA/CET/HS
robbery, COCA/CET
robot, COCA/CET/HS
robotic, COCA/CET
robust, GRE/COCA/CET/TOEFL
rock, COCA/CET/HS
rocky, COCA/CET
rocket, COCA/CET/HS
rod, COCA/CET/TOEFL
role, COCA/CET/HS/TOEFL
roll, COCA/CET/HS/TOEFL
roller, COCA/CET
romance, COCA/CET
romantic, COCA/CET/TOEFL
roof, COCA/CET/HS
room, COCA/CET/HS
root, COCA/CET/HS
rope, COCA/CET/HS
rose, COCA/CET/HS
rosy, GRE/COCA/CET
rot, COCA/CET/HS/TOEFL
rotten, GRE/COCA/CET/TOEFL
rotate, GRE/COCA/CET/TOEFL
rotation, COCA/CET
rough, COCA/CET/HS/TOEFL
roughly, COCA/CET/TOEFL
round, COCA/CET/HS
rouse, COCA/CET
route, COCA/CET
routine, COCA/CET/HS/TOEFL
row, COCA/CET/HS
royal, COCA/CET/HS
royalty, GRE/COCA/CET
rub, COCA/CET/TOEFL
rubber, COCA/CET/HS
rubbish, COCA/CET/HS/TOEFL
rude, COCA/CET/HS
rug, COCA/CET/TOEFL
ruin, COCA/CET/HS/TOEFL
ruinous, CET
rule, COCA/CET/HS
rumor, COCA/CET/TOEFL
rumour, CET
ruler, COCA/CET/HS
ruling, COCA/CET
run, COCA/CET/HS
runner, COCA/CET
running, COCA/CET
runway, COCA/CET
rural, GRE/COCA/CET/TOEFL
rush, COCA/CET/HS
rust, COCA/CET/TOEFL
ruthless, COCA/CET/TOEFL
rusty, COCA/CET
sack, GRE/COCA/CET
sacred, HS/GRE/COCA/CET/TOEFL
sacrifice, GRE/COCA/CET/HS
sacrificial, COCA/CET
sad, COCA/CET/HS
sadness, COCA/CET/HS
sadden, GRE/COCA/CET
saddle, GRE/COCA/CET/TOEFL
safe, GRE/COCA/CET/HS
safeguard, GRE/COCA/CET
sail, COCA/CET/HS
saint, COCA/CET
safety, COCA/CET
sailing, COCA/CET
sailor, COCA/CET/HS
sake, COCA/CET/TOEFL
salad, COCA/CET/HS
salary, COCA/CET/HS
sale, COCA/CET/HS
salesman, COCA/CET/HS
salmon, GRE/COCA/CET/TOEFL
salon, COCA/CET/TOEFL
salt, COCA/CET/HS
salute, GRE/COCA/CET/HS
salty, COCA/CET/HS
salutation, GRE/CET
salvage, GRE/COCA/CET/TOEFL
salvation, COCA/CET
same, COCA/CET/HS
sample, COCA/CET/TOEFL
sanction, GRE/COCA/CET
sanctuary, COCA/CET
sand, COCA/CET/HS
sandwich, COCA/CET/HS
sanitation, COCA/CET/TOEFL
sarcasm, COCA/CET/TOEFL
sanitary, GRE/COCA/CET
sarcastic, GRE/COCA/CET/TOEFL
satellite, COCA/CET/HS/TOEFL
satire, GRE/COCA/CET/TOEFL
satirical, COCA/CET
satirist, CET
satisfy, COCA/CET/HS
saturate, GRE/COCA/CET/TOEFL
satisfaction, COCA/CET/HS
saturation, COCA/CET/TOEFL
satisfactory, COCA/CET/TOEFL
saturday, CET
sauce, COCA/CET/TOEFL
sausage, COCA/CET/HS
savage, GRE/COCA/CET
save, COCA/CET/HS/TOEFL
saving, COCA/CET/TOEFL
say, COCA/CET/HS
scale, GRE/COCA/CET/TOEFL
saying, COCA/CET/HS
scan, HS/GRE/COCA/CET/TOEFL
scanner, COCA/CET
scandal, GRE/COCA/CET/TOEFL
scar, HS/GRE/COCA/CET/TOEFL
scarce, COCA/CET/TOEFL
scandalous, COCA/CET
scarcity, GRE/COCA/CET
scarcely, COCA/CET
scare, HS/GRE/COCA/CET/TOEFL
scary, COCA/CET
scatter, GRE/COCA/CET/TOEFL
scenario, GRE/COCA/CET
scene, COCA/CET/HS
scenery, COCA/CET/HS/TOEFL
scenic, COCA/CET
scent, COCA/CET/TOEFL
schedule, COCA/CET/HS/TOEFL
scheme, GRE/COCA/CET/TOEFL
scholar, COCA/CET/HS/TOEFL
scholarly, COCA/CET
scholarship, COCA/CET/HS/TOEFL
scholastic, COCA/CET
school, GRE/COCA/CET/HS
schooling, COCA/CET
science, COCA/CET/HS
scientific, COCA/CET/HS
scientist, COCA/CET/HS
scissors, COCA/CET/HS
scold, COCA/CET/HS
scope, GRE/COCA/CET/TOEFL
score, HS/GRE/COCA/CET/TOEFL
scorn, GRE/COCA/CET
scornful, TOEFL/CET
scout, COCA/CET/TOEFL
scramble, GRE/COCA/CET
scrap, GRE/COCA/CET/TOEFL
scrape, GRE/COCA/CET/TOEFL
scratch, HS/GRE/COCA/CET/TOEFL
scream, COCA/CET/HS
screen, HS/GRE/COCA/CET/TOEFL
screw, GRE/COCA/CET
script, GRE/COCA/CET/TOEFL
scripture, GRE/COCA/CET
scrub, GRE/COCA/CET/TOEFL
scrutiny, COCA/CET
scrutinize, GRE/COCA/CET/TOEFL
scrutinise, CET
sculpture, COCA/CET/HS/TOEFL
sea, COCA/CET/HS
seal, COCA/CET/HS/TOEFL
search, COCA/CET/HS
season, COCA/CET/HS/TOEFL
seasonal, COCA/CET
seat, COCA/CET/HS
second, COCA/CET/HS
secondary, COCA/CET
second-hand, COCA/CET
secret, COCA/CET/HS
secrecy, COCA/CET
secretive, GRE/COCA/CET
secretary, COCA/CET/HS
secretarial, CET
section, COCA/CET/HS/TOEFL
sector, COCA/CET
secular, GRE/COCA/CET
secure, HS/GRE/COCA/CET/TOEFL
security, COCA/CET/HS
seduce, COCA/CET
seduction, COCA/CET
seductive, COCA/CET
see, COCA/CET/HS
seed, COCA/CET/HS
seek, COCA/CET/HS
seedling, GRE/COCA/CET
seem, COCA/CET/HS
segment, GRE/COCA/CET/TOEFL
segregate, COCA/CET/TOEFL
seize, COCA/CET/HS/TOEFL
seeming, COCA/CET
segmental, CET
segregation, COCA/CET
seizure, COCA/CET
seemingly, COCA/CET/TOEFL
seldom, COCA/CET/HS
select, COCA/CET/HS
selection, COCA/CET/TOEFL
selective, COCA/CET
self, COCA/CET
selfish, COCA/CET/HS/TOEFL
selfless, COCA/CET
sell, COCA/CET/HS
semester, COCA/CET/TOEFL
seminar, COCA/CET/HS/TOEFL
senate, TOEFL/CET
senator, COCA/CET
send, COCA/CET/HS
senior, COCA/CET/HS/TOEFL
sensation, GRE/COCA/CET
seniority, COCA/CET
sensational, COCA/CET
sense, COCA/CET/HS
sensible, GRE/COCA/CET/TOEFL
sensor, COCA/CET
sensitive, HS/GRE/COCA/CET/TOEFL
sentence, COCA/CET/HS
sensitivity, GRE/COCA/CET
sentiment, GRE/COCA/CET
sentimental, COCA/CET/TOEFL
separate, HS/GRE/COCA/CET/TOEFL
september, CET
sequence, COCA/CET/TOEFL
sergeant, COCA/CET
serial, GRE/COCA/CET
separation, COCA/CET/HS
sequential, GRE/COCA/CET
separatist, COCA/CET
series, COCA/CET/TOEFL
serious, COCA/CET/HS/TOEFL
servant, COCA/CET/HS
serve, COCA/CET/HS
session, COCA/CET/HS/TOEFL
service, COCA/CET/HS
serving, COCA/CET
set, COCA/CET/HS
setback, GRE/COCA/CET
setting, COCA/CET/TOEFL
settle, GRE/COCA/CET/HS
settlement, COCA/CET/HS/TOEFL
seven, COCA/CET
seventeen, COCA/CET
seventy, COCA/CET
several, COCA/CET/HS
severe, GRE/COCA/CET/TOEFL
severity, COCA/CET
sew, COCA/CET/HS/TOEFL
sex, COCA/CET/HS
sexy, COCA/CET
sexual, COCA/CET
shabby, HS/GRE/COCA/CET/TOEFL
shade, COCA/CET/HS/TOEFL
shady, COCA/CET
shadow, COCA/CET/HS
shaft, COCA/CET/TOEFL
shake, COCA/CET/HS/TOEFL
shaky, COCA/CET
shall, COCA/CET/HS
shallow, COCA/CET/HS/TOEFL
shame, COCA/CET/HS
shameful, COCA/CET
shameless, COCA/CET/TOEFL
shape, COCA/CET/HS
share, COCA/CET/HS
shark, COCA/CET/HS
sharp, COCA/CET/HS
sharpen, COCA/CET/HS/TOEFL
shatter, COCA/CET/TOEFL
shave, COCA/CET/HS
shaver, CET/HS
she, COCA/CET/HS
shed, GRE/COCA/CET/TOEFL
sheep, COCA/CET/HS
sheer, GRE/COCA/CET/TOEFL
sheet, COCA/CET/HS
shelf, COCA/CET/HS
shell, GRE/COCA/CET/TOEFL
shelter, HS/GRE/COCA/CET/TOEFL
shepherd, COCA/CET
shield, GRE/COCA/CET/TOEFL
shift, COCA/CET/TOEFL
shine, COCA/CET/HS
shiny, COCA/CET
ship, COCA/CET/HS
shipping, COCA/CET
shipment, COCA/CET/TOEFL
shipyard, COCA/CET
shirt, COCA/CET/HS
shit, COCA/CET
shiver, COCA/CET
shock, COCA/CET/HS
shoe, COCA/CET/HS
shoot, GRE/COCA/CET/HS
shop, COCA/CET/HS
shopping, COCA/CET/HS
shore, COCA/CET/HS/TOEFL
short, COCA/CET/HS
shortage, COCA/CET/TOEFL
shorts, COCA/CET/HS
shortcoming, COCA/CET/HS
shorthand, COCA/CET
shortly, COCA/CET/HS/TOEFL
shot, COCA/CET/HS
should, COCA/CET/HS
shoulder, GRE/COCA/CET/HS
shout, COCA/CET/HS
shove, GRE/COCA/CET/TOEFL
show, COCA/CET/HS
showcase, COCA/CET
showy, GRE/COCA/CET
shower, COCA/CET/HS/TOEFL
shred, GRE/COCA/CET
shrewd, GRE/COCA/CET/TOEFL
shrimp, COCA/CET/TOEFL
shrink, HS/GRE/COCA/CET/TOEFL
shrub, GRE/COCA/CET/TOEFL
shrug, GRE/COCA/CET
shut, COCA/CET/HS
shrubbery, CET
shuttle, GRE/COCA/CET/TOEFL
shy, COCA/CET/HS/TOEFL
sick, COCA/CET/HS/TOEFL
shyness, COCA/CET
sicken, COCA/CET/TOEFL
shyly, COCA/CET
side, COCA/CET/HS
sideways, COCA/CET/HS
siege, GRE/COCA/CET/TOEFL
sigh, COCA/CET/HS/TOEFL
sight, COCA/CET/HS
sightseeing, COCA/CET/HS
sign, COCA/CET
signal, HS/GRE/COCA/CET/TOEFL
significant, GRE/COCA/CET/TOEFL
signify, GRE/COCA/CET/TOEFL
silent, COCA/CET/HS
signature, GRE/COCA/CET/HS
significance, COCA/CET/HS
silence, COCA/CET/HS
silicon, COCA/CET/TOEFL
silk, COCA/CET/HS
silver, COCA/CET/HS
similar, COCA/CET/HS/TOEFL
simple, COCA/CET/HS
simulate, GRE/COCA/CET/TOEFL
silky, COCA/CET
silvery, COCA/CET
similarity, COCA/CET
simplicity, COCA/CET
simulation, COCA/CET
simplify, COCA/CET/HS
simply, COCA/CET/TOEFL
simultaneous, GRE/COCA/CET/TOEFL
sin, COCA/CET/TOEFL
since, COCA/CET/HS
sincere, GRE/COCA/CET
sing, COCA/CET/HS
sincerity, COCA/CET
singer, COCA/CET
single, COCA/CET/HS
singular, COCA/CET
sinister, GRE/COCA/CET/TOEFL
sink, COCA/CET/HS
sip, GRE/COCA/CET
sir, COCA/CET/HS
sister, COCA/CET/HS
sit, COCA/CET/HS
site, COCA/CET/TOEFL
situation, COCA/CET/HS
situate, COCA/CET
six, COCA/CET
sixteen, COCA/CET
sixty, COCA/CET
size, COCA/CET/HS
skate, COCA/CET/HS
skeleton, GRE/COCA/CET/TOEFL
skeptical, COCA/CET/HS/TOEFL
sceptical, GRE/CET/HS
sketch, COCA/CET/TOEFL
ski, COCA/CET/HS
skill, COCA/CET/HS
skim, GRE/COCA/CET/TOEFL
skin, COCA/CET/HS
skip, COCA/CET/HS/TOEFL
skirt, GRE/COCA/CET/HS
skull, COCA/CET/TOEFL
sky, COCA/CET/HS
skyline, COCA/CET
skyscraper, HS/GRE/COCA/CET/TOEFL
slack, GRE/COCA/CET
slam, COCA/CET
slap, COCA/CET/TOEFL
slash, COCA/CET
slaughter, GRE/COCA/CET
slave, COCA/CET/HS
sleep, COCA/CET/HS
sleeve, COCA/CET/HS
slender, COCA/CET/TOEFL
slice, HS/GRE/COCA/CET/TOEFL
slide, COCA/CET/HS/TOEFL
slight, HS/GRE/COCA/CET/TOEFL
slim, COCA/CET/HS/TOEFL
singularity, GRE/COCA/CET
sitting, COCA/CET
sizable, COCA/CET
skating, COCA/CET
skeptic, COCA/CET/TOEFL
sceptic, CET
skepticism, COCA/CET
scepticism, CET
sketchy, GRE/COCA/CET
skiing, COCA/CET
skilful, CET/HS
skillful, COCA/CET/TOEFL
skilled, COCA/CET
skinny, COCA/CET
slavery, COCA/CET/HS
sleepy, COCA/CET/HS
sleepiness, CET
slightly, COCA/CET
slip, COCA/CET/HS/TOEFL
slogan, COCA/CET/TOEFL
slope, COCA/CET/TOEFL
slot, GRE/COCA/CET
slippery, GRE/COCA/CET/TOEFL
slipper, COCA/CET
slow, COCA/CET/HS
slum, COCA/CET
slump, GRE/COCA/CET/TOEFL
small, COCA/CET/HS
smart, GRE/COCA/CET/HS
smartphone, CET
smash, COCA/CET/TOEFL
smell, COCA/CET/HS/TOEFL
smelly, COCA/CET
smile, COCA/CET/HS
smog, COCA/CET/HS
smoggy, CET
smoke, COCA/CET/HS
smoky, COCA/CET
smooth, GRE/COCA/CET/HS
smuggle, GRE/COCA/CET
smuggling, COCA/CET
smuggler, COCA/CET
snack, COCA/CET/TOEFL
snail, COCA/CET
snake, COCA/CET/HS
snap, COCA/CET/TOEFL
snatch, GRE/COCA/CET
sneak, COCA/CET/TOEFL
sniff, COCA/CET/HS
snob, GRE/COCA/CET
snobbish, GRE/TOEFL/CET
snow, COCA/CET/HS
snowy, COCA/CET/HS
so, COCA/CET/HS
soak, GRE/COCA/CET
soap, COCA/CET/HS
soar, GRE/COCA/CET
sob, COCA/CET/HS
sober, GRE/COCA/CET/TOEFL
sobre, CET
so-called, COCA/CET/TOEFL
soccer, COCA/CET/HS/TOEFL
society, COCA/CET/HS
social, COCA/CET/HS
socialize, COCA/CET
socialise, CET
sociable, GRE/TOEFL/CET
socialism, COCA/CET/HS
socialist, COCA/CET/HS
sociology, COCA/CET/TOEFL
sociologist, COCA/CET
sock, GRE/COCA/CET/HS
socket, COCA/CET/HS
soda, COCA/CET/TOEFL
sodium, COCA/CET/TOEFL
sofa, COCA/CET/HS
soft, COCA/CET/HS/TOEFL
software, COCA/CET/HS
soil, GRE/COCA/CET/HS
solar, COCA/CET/HS/TOEFL
soldier, COCA/CET/HS
sole, COCA/CET/TOEFL
soften, COCA/CET
solely, COCA/CET
solemn, GRE/COCA/CET/TOEFL
solemnity, GRE/CET
solicit, GRE/COCA/CET/TOEFL
solicitor, COCA/CET
solid, COCA/CET/HS/TOEFL
solidity, CET
solidify, GRE/COCA/CET
solidarity, GRE/COCA/CET
solitary, GRE/COCA/CET/TOEFL
solitude, GRE/COCA/CET/TOEFL
solo, GRE/COCA/CET/TOEFL
solve, COCA/CET
solution, COCA/CET/TOEFL
solvent, GRE/COCA/CET
soluble, GRE/COCA/CET/TOEFL
some, COCA/CET/HS
somebody, COCA/CET/HS
somehow, COCA/CET/HS
someone, COCA/CET/HS
something, COCA/CET/HS
sometime, COCA/CET
sometimes, COCA/CET/HS
somewhat, COCA/CET/TOEFL
somewhere, COCA/CET/HS
son, COCA/CET/HS
song, COCA/CET/HS
soon, COCA/CET/HS
soothe, GRE/COCA/CET/TOEFL
sophisticated, GRE/COCA/CET/TOEFL
sophistication, GRE/COCA/CET
sore, COCA/CET/TOEFL
sorrow, COCA/CET/HS
sorrowful, CET
sorry, COCA/CET/HS
sort, COCA/CET/HS
soul, COCA/CET/HS
sound, COCA/CET/HS/TOEFL
soup, COCA/CET/HS
sour, HS/GRE/COCA/CET/TOEFL
source, COCA/CET
south, COCA/CET/HS
southern, COCA/CET/HS
southeast, COCA/CET/HS
southeastern, COCA/CET
southwest, COCA/CET/HS
southwestern, COCA/CET
souvenir, HS/GRE/COCA/CET/TOEFL
sovereign, GRE/COCA/CET
sovereignty, GRE/COCA/CET/TOEFL
sow, HS/GRE/COCA/CET/TOEFL
space, COCA/CET/HS/TOEFL
spacious, GRE/COCA/CET/TOEFL
spatial, GRE/COCA/CET
spaceship, COCA/CET/HS/TOEFL
spacecraft, COCA/CET
spade, COCA/CET/HS
spaghetti, COCA/CET
span, GRE/COCA/CET/TOEFL
spare, COCA/CET/HS/TOEFL
sparingly, COCA/CET
spark, GRE/COCA/CET/TOEFL
sparkle, COCA/CET
speak, COCA/CET/HS
speaker, COCA/CET/HS
spear, GRE/COCA/CET/HS
special, COCA/CET/HS/TOEFL
specialize, GRE/COCA/CET/TOEFL
specialise, CET
specialization, COCA/CET
specialisation, CET
specialist, COCA/CET/HS
specialty, COCA/CET
speciality, CET
species, COCA/CET/TOEFL
specific, COCA/CET/HS
specifically, COCA/CET
specify, COCA/CET/TOEFL
specification, COCA/CET
specimen, GRE/COCA/CET/TOEFL
